5.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
6.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
7.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
8.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
9.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
10.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
11.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
12.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
13.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
14.0,0.1486,0.2086,0.2794,0.3606,0.3814,0.4822,0.5274,0.5274,0.5274,0.5274,0.4854,0.2982,0.2982,0.4614,0.4614,0.4274,1.3,1.0833333333333333,0.9285714285714286,0.9027777777777778,1.0317460317460319,0.9285714285714286,0.9848484848484849,0.9027777777777778,0.8333333333333334,0.7738095238095238,0.8666666666666667,1.3541666666666667,1.2745098039215685,1.2037037037037037,1.1403508771929824,1.625
